Result Log
Number of Runs: Number of Evaluations per Run: 10000
Population Size: 125
maxDepth: 4
Initial Survival Strat:Comma
Result Log
Run #: 1
100	-5.151780979937289E25	-279.0984550722	53	1
200	-1.0147587166367641E49	-279.0984550722	29	1
300	-4.093270849382587E53	-279.0984550722	36	1
400	-5.440948244698752E29	-279.0984550722	27	1
500	-6.850594313847919E65	-279.0984550722	25	1
600	-1.710019395200953E24	-279.0984550722	21	1
700	-367.5034116722429	-264.7822449573715	46	0
800	-8.550096976004787E23	-259.2769351916368	80	0
900	-5.596482850117181E34	-252.139368731947	74	1
1000	-6.647581370565213E62	-249.82278627748798	62	1
1100	-279.1123413839682	-249.82278627748798	57	0
1200	-2.7984582091067113E35	-249.82278627748798	81	0
1300	-8.550096976004765E23	-244.4995858018106	64	1
1400	-1.1500613366843934E53	-244.47932279928446	68	1
1500	-270.9349642557838	-244.47932279928446	51	0
1600	-298.58103831689476	-244.47932279928446	47	0
1700	-8.550096976004765E23	-241.44265622370995	67	1
1800	-2.045650146670082E35	-241.44265622370995	87	0
1900	-260.82246259154255	-241.44265622370995	48	0
2000	-252.51915474010303	-238.00075521781656	41	0
2100	-2.981300386733044E71	-241.4250374457884	77	0
2200	-291.19308932932785	-241.42950793999898	37	0
2300	-247.75873596557582	-241.1104874770521	27	0
2400	-3.661419392101798E75	-241.42950793999898	73	1
2500	-406.0623234979338	-241.42950793999898	54	0
2600	-244.57213888401455	-241.42950793999898	30	0
2700	-9.795611273405927E26	-241.42950793999898	84	0
2800	-2.0141983310969686E50	-241.42950793999898	81	0
2900	-281.814342808967	-241.42950793999898	52	0
3000	-307.8698410070119	-241.42950793999898	26	0
3100	-9.791615595322848E61	-241.42950793999898	65	0
3200	-246.1139668350838	-241.42950793999898	23	1
3300	-8.550096976004765E23	-241.42950793999898	68	1
3400	-2.885614676689655E27	-241.42950793999898	80	0
3500	-1265.529915579374	-241.42950793999898	78	0
3600	-4.9671403460869786E58	-241.42950793999898	76	0
3700	-5.55346837157108E27	-241.03945749312015	57	0
3800	-243.83393844556142	-241.42942550625875	27	0
3900	-8.550096976004765E23	-240.14372190507362	56	0
4000	-245.0137096590801	-241.42942550625875	14	1
4100	-307.07654990717305	-241.42942550625875	61	0
4200	-342.22953305108365	-241.42942550625875	33	0
4300	-262.77882586225724	-240.76331386032248	51	0
4400	-1.466526488109195E27	-241.42942550625875	52	0
4500	-246.61825655543208	-240.85425185340827	18	1
4600	-249.93504241196996	-240.10603614610005	21	1
4700	-246.79245556542836	-241.42942550625875	38	0
4800	-260.05931108934215	-241.42942550625875	62	0
4900	-4.993955397013059E57	-241.42942550625875	77	0
5000	-252.1839225890052	-241.42942550625875	37	0
5100	-256.46893741629157	-240.10603614610005	38	0
5200	-1.9352307051855355E28	-241.42942550625875	23	1
5300	-248.37625534448384	-241.42942550625875	19	1
5400	-245.85968291207897	-226.02584589759897	28	0
5500	-259.7495206143004	-226.02584589759897	66	0
5600	-273.0087931233296	-223.7754307581681	38	0
5700	-2.0063645166715794E64	-223.01904771636006	57	0
5800	-229.84613503611175	-221.77980704305486	42	0
5900	-240.16212631723567	-218.87837567050576	73	0
6000	-226.6178814217862	-218.75933211576816	81	0
6100	-227.365845390743	-218.46243308542336	79	0
6200	-273.20046243117235	-217.9715325435612	84	0
6300	-231.99547685907442	-216.93882316093152	82	0
6400	-238.30168023272694	-215.7908409153206	83	0
6500	-230.20581006671603	-215.6190164678707	90	0
6600	-226.97306172124576	-215.21792916250502	87	0
6700	-222.0789411852967	-214.87570294167224	84	0
6800	-223.7005395462894	-214.7376412997043	63	0
6900	-232.3943158020991	-214.72143496200553	69	0
7000	-223.0618089239687	-214.4100305237593	75	0
7100	-1.9157739424242046E28	-214.260918115202	73	0
7200	-545.5112747587416	-214.260918115202	68	0
7300	-224.5993255097516	-214.21276574011955	67	0
7400	-224.65831454680315	-214.21276574011955	50	0
7500	-224.25709045006616	-214.21276574011955	60	0
7600	-1.94011663168714E63	-214.21276574011955	51	0
7700	-229.83621415478663	-214.21276574011955	58	0
7800	-226.41035683782957	-214.21245340129576	55	0
7900	-224.20794175144644	-214.21245340129576	60	0
8000	-243.89801117456935	-214.21245340129576	64	0
8100	-225.54291142533458	-214.2079179853523	57	0
8200	-1.9874365495331686E64	-214.2079179853523	60	0
8300	-224.03968085624794	-214.2079179853523	56	0
8400	-223.72489707047222	-214.2079179853523	61	0
8500	-239.1213519159011	-214.2079179853523	55	0
8600	-237.14334347661364	-214.2079179853523	58	0
8700	-1.9157739442488965E28	-214.2079179853523	53	0
8800	-222.55033183292625	-214.2079179853523	59	0
8900	-229.4702386415045	-214.2079179853523	58	0
9000	-222.82480676867397	-214.2079179853523	55	0
9100	-225.6337279262696	-214.2079179853523	54	0
9200	-224.17113319469348	-214.2079179853523	57	0
9300	-239.88394932008623	-214.2079179853523	53	0
9400	-223.73315004860092	-214.2079179853523	51	0
9500	-221.53409792147798	-212.28522443922964	81	0
9600	-378.74571428410576	-211.98396926253614	75	0
9700	-3.1390474705875535E55	-211.89447612132366	85	0
9800	-1.4141491720668151E94	-211.83625963370778	76	0
9900	-221.92879377134716	-211.83617938800293	71	0
10000	-7.56169015258027E10	-211.82875292170382	73	0
Run #: 2
100	-1.2780785126291426E43	-279.0984550722	40	0
200	-6.316036713869256E54	-279.0984550722	24	1
300	-1.9705397684285186E65	-279.0984550722	18	1
400	-6.712607858631361E41	-279.0984550722	32	1
500	-3.420038790401906E24	-279.0984550722	19	1
600	-3.972777238029859E53	-279.0984550722	22	1
700	-5.44032120625401E67	-279.0984550722	22	1
800	-8.805508861829721E58	-279.0984550722	24	1
900	-2.5700865402871068E70	-279.0984550722	20	1
1000	-3.1390474705875535E55	-279.0984550722	25	1
1100	-2.9617733453643786E30	-279.0984550722	30	1
1200	-6.2424442462669984E56	-279.0984550722	23	1
1300	-2.8649671251334675E77	-279.0984550722	28	1
1400	-7.019652930188026E37	-279.0984550722	20	1
1500	-230.75987174960298	-216.4841717369511	37	0
1600	-1.500101653610011E36	-214.93150297462753	65	0
1700	-8.24418511461632E28	-214.93150297462753	74	0
1800	-330.7167044801931	-214.07503434376565	31	0
1900	-7.072417568130211E68	-214.93150297462753	77	0
2000	-1.3184807760272812E57	-214.93150297462753	68	1
2100	-2.654639323802714E43	-214.92421020290345	63	1
2200	-1.1705647440095998E34	-214.0825343437656	70	1
2300	-235.455723980156	-214.92421020290345	21	1
2400	-5.596105825001995E23	-214.92421020290345	62	0
2500	-3.9432310218526775E26	-214.92421020290345	43	0
2600	-1.102806795105798E36	-214.92421020290345	61	0
2700	-224.18805407025096	-214.0825343437656	25	1
2800	-267.7201327946975	-214.92421020290345	22	1
2900	-4.632591214179015E45	-214.92421020290345	54	0
3000	-1.5111687505284688E45	-214.92421020290345	72	1
3100	-223.13415467102962	-213.58629665133353	23	1
3200	-5.822121864592672E23	-192.58988942887257	76	0
3300	-2.4709570900566965E59	-192.21582290887255	68	1
3400	-293.17993124576986	-192.21582290887255	59	0
3500	-6.055189478817148E30	-192.21582290887255	65	1
3600	-1.8701210885710607E48	-192.16958218566907	74	1
3700	-200.9939547316098	-190.8021153746311	29	0
3800	-2.2213774775709116E25	-190.8021153746311	59	0
3900	-5.622341077112038E57	-190.8021153746311	72	1
4000	-2.4709570371171376E59	-190.8021153746311	45	0
4100	-211.77771109815907	-190.5309468109168	25	1
4200	-217.44201909715073	-190.5309468109168	46	0
4300	-2.102183308918781E45	-190.5309468109168	22	1
4400	-1.9352307051855355E28	-190.5309468109168	59	0
4500	-5.595208911613054E61	-190.5309468109168	64	1
4600	-8.483188783695093E39	-190.5309468109168	58	0
4700	-1.1590032488285859E58	-190.5309468109168	75	0
4800	-2.6322848113426884E53	-190.5309468109168	37	0
4900	-221.279602948396	-190.5309468109168	46	0
5000	-212.69355098528084	-190.5309468109168	17	1
5100	-1.3054746834255538E47	-190.5309468109168	80	0
5200	-199.219988621037	-190.5309468109168	21	1
